id,cow_id,activity,model,observation_time,server_time,local_id
144918,203,16,-44,2018-07-12 07:54:39+01,2018-07-12 18:55:29.84+01,2714
144919,203,22,-42,2018-07-12 09:24:40+01,2018-07-12 18:55:29.84+01,2714
144920,203,3,-29,2018-07-12 10:54:40+01,2018-07-12 18:55:29.84+01,2714
144921,203,107,-23,2018-07-12 12:24:40+01,2018-07-12 18:55:29.84+01,2714
144922,203,31,-26,2018-07-12 13:54:40+01,2018-07-12 18:55:29.84+01,2714
144923,203,34,-23,2018-07-12 15:24:42+01,2018-07-12 18:55:29.84+01,2714
144924,203,31,-22,2018-07-12 16:54:42+01,2018-07-12 18:55:29.84+01,2714
144925,203,8,-20,2018-07-12 18:24:42+01,2018-07-12 18:55:29.84+01,2714
147931,203,36,-27,2018-07-12 19:54:42+01,2018-07-12 20:15:05.66+01,2714
148150,203,41,-34,2018-07-12 21:24:43+01,2018-07-12 21:35:06.88+01,2714
148421,203,6,-33,2018-07-12 22:54:43+01,2018-07-12 23:05:06.75+01,2714
148688,203,9,-32,2018-07-13 00:24:44+01,2018-07-13 00:35:07.02+01,2714
148955,203,105,-25,2018-07-13 01:54:45+01,2018-07-13 02:05:06.2+01,2714
149218,203,26,-30,2018-07-13 03:24:45+01,2018-07-13 03:35:06.85+01,2714
149497,203,145,-41,2018-07-13 04:54:46+01,2018-07-13 05:10:06.98+01,2714
149763,203,0,-47,2018-07-13 06:24:45+01,2018-07-13 06:35:06.5+01,2714
150031,203,13,-48,2018-07-13 07:54:46+01,2018-07-13 08:05:06.3+01,2714
150300,203,17,-44,2018-07-13 09:24:46+01,2018-07-13 09:35:06.51+01,2714
150563,203,6,-36,2018-07-13 10:54:47+01,2018-07-13 11:05:06.6+01,2714
150834,203,61,-32,2018-07-13 12:24:48+01,2018-07-13 12:35:06.94+01,2714
151105,203,7,-34,2018-07-13 13:54:48+01,2018-07-13 14:05:06.47+01,2714
151373,203,5,-35,2018-07-13 15:24:48+01,2018-07-13 15:35:07.37+01,2714
151639,203,60,-38,2018-07-13 16:54:48+01,2018-07-13 17:05:07.03+01,2714
151908,203,27,-35,2018-07-13 18:24:49+01,2018-07-13 18:35:06.98+01,2714
152174,203,71,-29,2018-07-13 19:54:50+01,2018-07-13 20:05:07.05+01,2714
152442,203,9,-30,2018-07-13 21:24:51+01,2018-07-13 21:35:06.88+01,2714
152709,203,10,-22,2018-07-13 22:54:51+01,2018-07-13 23:05:06.4+01,2714
152976,203,19,-21,2018-07-14 00:24:51+01,2018-07-14 00:35:07.01+01,2714
153244,203,63,-21,2018-07-14 01:54:52+01,2018-07-14 02:05:07.65+01,2714
153516,203,70,-27,2018-07-14 03:24:53+01,2018-07-14 03:35:07.75+01,2714
153786,203,12,-41,2018-07-14 04:54:53+01,2018-07-14 05:10:07.85+01,2714
154049,203,53,-41,2018-07-14 06:24:54+01,2018-07-14 06:35:06.95+01,2714
154317,203,4,-42,2018-07-14 07:54:54+01,2018-07-14 08:05:06.77+01,2714
154586,203,2,-30,2018-07-14 09:24:54+01,2018-07-14 09:35:06.53+01,2714
154878,203,2,-15,2018-07-14 10:54:55+01,2018-07-14 11:15:06.14+01,2714
155121,203,71,-22,2018-07-14 12:24:56+01,2018-07-14 12:35:06.83+01,2714
155389,203,26,-26,2018-07-14 13:54:57+01,2018-07-14 14:05:06.64+01,2714
155654,203,1,-27,2018-07-14 15:24:58+01,2018-07-14 15:35:07.02+01,2714
155950,203,23,-30,2018-07-14 16:54:57+01,2018-07-14 17:05:06.73+01,2714
156239,203,8,-33,2018-07-14 18:24:59+01,2018-07-14 18:35:06.64+01,2714
156537,203,123,-37,2018-07-14 19:54:58+01,2018-07-14 20:05:06.41+01,2714
156836,203,12,-41,2018-07-14 21:25:00+01,2018-07-14 21:35:06.37+01,2714
157130,203,4,-27,2018-07-14 22:55:00+01,2018-07-14 23:05:06.97+01,2714
157424,203,13,-20,2018-07-15 00:25:00+01,2018-07-15 00:35:07.09+01,2714
157717,203,2,-27,2018-07-15 01:55:01+01,2018-07-15 02:05:07.33+01,2714
158020,203,73,-40,2018-07-15 03:25:00+01,2018-07-15 03:35:08.08+01,2714
158316,203,13,-59,2018-07-15 04:55:01+01,2018-07-15 05:10:08.34+01,2714
158607,203,4,-68,2018-07-15 06:25:02+01,2018-07-15 06:35:06.64+01,2714
158900,203,9,-68,2018-07-15 07:55:02+01,2018-07-15 08:05:07.01+01,2714
159190,203,6,-51,2018-07-15 09:25:02+01,2018-07-15 09:35:06.76+01,2714
159511,203,12,-30,2018-07-15 10:55:03+01,2018-07-15 11:15:06.42+01,2714
159789,203,57,-14,2018-07-15 12:25:03+01,2018-07-15 12:35:06.34+01,2714
160084,203,17,-11,2018-07-15 13:55:04+01,2018-07-15 14:05:06.9+01,2714
160338,203,11,-11,2018-07-15 15:25:04+01,2018-07-15 15:25:06.74+01,2714
160649,203,18,-21,2018-07-15 16:55:05+01,2018-07-15 17:00:06.2+01,2714
160942,203,10,-33,2018-07-15 18:25:05+01,2018-07-15 18:30:06.12+01,2714
161242,203,102,-37,2018-07-15 19:55:05+01,2018-07-15 20:00:06.41+01,2714
161533,203,8,-45,2018-07-15 21:25:06+01,2018-07-15 21:30:06.27+01,2714
161830,203,3,-31,2018-07-15 22:55:06+01,2018-07-15 23:00:07.2+01,2714
162122,203,11,-25,2018-07-16 00:25:07+01,2018-07-16 00:30:07.21+01,2714
162420,203,136,-30,2018-07-16 01:55:08+01,2018-07-16 02:00:07.85+01,2714
162701,203,28,-40,2018-07-16 03:25:07+01,2018-07-16 03:30:07.41+01,2714
163007,203,24,-54,2018-07-16 04:55:08+01,2018-07-16 05:00:07.77+01,2714
163304,203,3,-57,2018-07-16 06:25:08+01,2018-07-16 06:30:06.54+01,2714
163600,203,120,-56,2018-07-16 07:55:09+01,2018-07-16 08:00:07.13+01,2714
163895,203,1,-38,2018-07-16 09:25:10+01,2018-07-16 09:30:06.89+01,2714
164263,203,5,-19,2018-07-16 10:55:10+01,2018-07-16 11:30:07.34+01,2714
164461,203,38,-5,2018-07-16 12:25:10+01,2018-07-16 12:30:06.73+01,2714
164727,203,4,-9,2018-07-16 13:55:10+01,2018-07-16 14:00:07.05+01,2714
164983,203,51,-13,2018-07-16 15:25:11+01,2018-07-16 15:30:06.81+01,2714
165258,203,26,-19,2018-07-16 16:55:11+01,2018-07-16 17:00:07.87+01,2714
165502,203,1,-23,2018-07-16 18:25:12+01,2018-07-16 18:30:07.15+01,2714
165743,203,56,-35,2018-07-16 19:55:12+01,2018-07-16 20:00:06.96+01,2714
165988,203,24,-48,2018-07-16 21:25:13+01,2018-07-16 21:30:06.51+01,2714
166239,203,6,-38,2018-07-16 22:55:12+01,2018-07-16 23:00:07.03+01,2714
166475,203,38,-28,2018-07-17 00:25:13+01,2018-07-17 00:30:06.5+01,2714
166727,203,81,-31,2018-07-17 01:55:13+01,2018-07-17 02:00:06.18+01,2714
166962,203,46,-36,2018-07-17 03:25:14+01,2018-07-17 03:30:07.01+01,2714
167218,203,39,-47,2018-07-17 04:55:15+01,2018-07-17 05:00:05.97+01,2714
167463,203,9,-51,2018-07-17 06:25:15+01,2018-07-17 06:30:05.95+01,2714
167709,203,13,-56,2018-07-17 07:55:15+01,2018-07-17 08:00:06.92+01,2714
167953,203,1,-41,2018-07-17 09:25:16+01,2018-07-17 09:30:06.77+01,2714
168195,203,4,-23,2018-07-17 10:55:16+01,2018-07-17 11:00:06.67+01,2714
168443,203,41,-18,2018-07-17 12:25:16+01,2018-07-17 12:30:06.33+01,2714
168688,203,11,-19,2018-07-17 13:55:17+01,2018-07-17 14:00:06.71+01,2714
168961,203,5,-23,2018-07-17 15:25:18+01,2018-07-17 15:40:06.21+01,2714
169178,203,6,-33,2018-07-17 16:55:18+01,2018-07-17 17:00:06.15+01,2714
169423,203,36,-33,2018-07-17 18:25:18+01,2018-07-17 18:30:06.8+01,2714
169669,203,122,-47,2018-07-17 19:55:18+01,2018-07-17 20:00:06.39+01,2714
169913,203,8,-57,2018-07-17 21:25:19+01,2018-07-17 21:30:06.06+01,2714
170158,203,2,-37,2018-07-17 22:55:19+01,2018-07-17 23:00:05.93+01,2714
170403,203,39,-26,2018-07-18 00:25:19+01,2018-07-18 00:30:05.98+01,2714
170649,203,20,-16,2018-07-18 01:55:20+01,2018-07-18 02:00:06.99+01,2714
170921,203,24,-15,2018-07-18 03:25:20+01,2018-07-18 03:40:10.52+01,2714
171139,203,29,-39,2018-07-18 04:55:21+01,2018-07-18 05:00:07.43+01,2714
171385,203,9,-62,2018-07-18 06:25:22+01,2018-07-18 06:30:06.28+01,2714
171629,203,17,-64,2018-07-18 07:55:21+01,2018-07-18 08:00:06.26+01,2714
171873,203,0,-55,2018-07-18 09:25:22+01,2018-07-18 09:30:06.12+01,2714
172117,203,2,-32,2018-07-18 10:55:23+01,2018-07-18 11:00:06.26+01,2714
172363,203,44,-25,2018-07-18 12:25:23+01,2018-07-18 12:30:05.88+01,2714
172609,203,24,-24,2018-07-18 13:55:23+01,2018-07-18 14:00:06.39+01,2714
172853,203,6,-28,2018-07-18 15:25:24+01,2018-07-18 15:30:06.92+01,2714
173095,203,35,-34,2018-07-18 16:55:24+01,2018-07-18 17:00:06.37+01,2714
173338,203,5,-32,2018-07-18 18:25:24+01,2018-07-18 18:30:06.27+01,2714
173585,203,50,-27,2018-07-18 19:55:25+01,2018-07-18 20:00:06.21+01,2714
173997,203,17,-20,2018-07-18 21:25:25+01,2018-07-18 21:30:06.74+01,2714
174758,203,1,-32,2018-07-18 22:55:26+01,2018-07-18 23:00:07.61+01,2714
175159,203,19,-39,2018-07-19 00:25:26+01,2018-07-19 00:30:06.44+01,2714
175436,203,83,-25,2018-07-19 01:55:26+01,2018-07-19 02:00:06.13+01,2714
175678,203,115,-15,2018-07-19 03:25:27+01,2018-07-19 03:30:06+01,2714
175970,203,57,-7,2018-07-19 04:55:27+01,2018-07-19 05:00:06.52+01,2714
176234,203,3,1,2018-07-19 06:25:28+01,2018-07-19 06:30:06.57+01,2714
176496,203,45,8,2018-07-19 07:55:28+01,2018-07-19 08:00:05.84+01,2714
176762,203,1,7,2018-07-19 09:25:29+01,2018-07-19 09:30:06.32+01,2714
177092,203,3,-7,2018-07-19 10:55:29+01,2018-07-19 11:30:05.94+01,2714
177284,203,70,-10,2018-07-19 12:25:29+01,2018-07-19 12:30:06.33+01,2714
177552,203,6,-20,2018-07-19 13:55:30+01,2018-07-19 14:00:06.07+01,2714
177810,203,4,-29,2018-07-19 15:25:30+01,2018-07-19 15:30:05.95+01,2714
178064,203,119,-34,2018-07-19 16:55:30+01,2018-07-19 17:00:05.69+01,2714
178352,203,21,-32,2018-07-19 18:25:31+01,2018-07-19 18:30:06.53+01,2714
178629,203,229,-5,2018-07-19 19:55:31+01,2018-07-19 20:00:06.55+01,2714
178892,203,3,23,2018-07-19 21:25:32+01,2018-07-19 21:30:06.47+01,2714
179162,203,13,18,2018-07-19 22:55:32+01,2018-07-19 23:00:07.86+01,2714
179425,203,2,10,2018-07-20 00:25:33+01,2018-07-20 00:30:06.01+01,2714
179692,203,67,1,2018-07-20 01:55:34+01,2018-07-20 02:00:06.09+01,2714
179945,203,45,-13,2018-07-20 03:25:33+01,2018-07-20 03:30:06.55+01,2714
180221,203,220,-19,2018-07-20 04:55:34+01,2018-07-20 05:00:07.02+01,2714
180491,203,1,-8,2018-07-20 06:25:35+01,2018-07-20 06:30:06.24+01,2714
180752,203,3,4,2018-07-20 07:55:35+01,2018-07-20 08:00:06.15+01,2714
181017,203,1,6,2018-07-20 09:25:36+01,2018-07-20 09:30:05.91+01,2714
181281,203,3,-8,2018-07-20 10:55:36+01,2018-07-20 11:00:06.41+01,2714
181547,203,127,-23,2018-07-20 12:25:35+01,2018-07-20 12:30:06.43+01,2714
181811,203,8,-25,2018-07-20 13:55:36+01,2018-07-20 14:00:06.74+01,2714
182097,203,17,-28,2018-07-20 15:25:36+01,2018-07-20 15:35:06.39+01,2714
182359,203,4,-36,2018-07-20 16:55:37+01,2018-07-20 17:05:06.84+01,2714
182624,203,1,-40,2018-07-20 18:25:38+01,2018-07-20 18:35:06.8+01,2714
182892,203,61,-39,2018-07-20 19:55:38+01,2018-07-20 20:05:07.43+01,2714
183162,203,61,-37,2018-07-20 21:25:38+01,2018-07-20 21:35:06.51+01,2714
183433,203,8,-33,2018-07-20 22:55:39+01,2018-07-20 23:05:05.93+01,2714
183700,203,13,-22,2018-07-21 00:25:39+01,2018-07-21 00:35:06.54+01,2714
183966,203,11,-11,2018-07-21 01:55:39+01,2018-07-21 02:05:06.14+01,2714
184224,203,33,-15,2018-07-21 03:25:41+01,2018-07-21 03:35:06.13+01,2714
184513,203,111,-30,2018-07-21 04:55:42+01,2018-07-21 05:10:06.95+01,2714
184770,203,2,-43,2018-07-21 06:25:42+01,2018-07-21 06:35:06.17+01,2714
185041,203,56,-48,2018-07-21 07:55:42+01,2018-07-21 08:05:05.83+01,2714
185309,203,2,-32,2018-07-21 09:25:43+01,2018-07-21 09:35:06.08+01,2714
185630,203,5,-14,2018-07-21 10:55:43+01,2018-07-21 11:25:06.65+01,2714
185838,203,107,4,2018-07-21 12:25:44+01,2018-07-21 12:35:05.79+01,2714
186107,203,23,7,2018-07-21 13:55:44+01,2018-07-21 14:05:06.19+01,2714
186373,203,4,6,2018-07-21 15:25:45+01,2018-07-21 15:35:05.83+01,2714
186643,203,2,3,2018-07-21 16:55:45+01,2018-07-21 17:05:06.67+01,2714
186908,203,58,-1,2018-07-21 18:25:45+01,2018-07-21 18:35:07.08+01,2714
187175,203,74,-28,2018-07-21 19:55:46+01,2018-07-21 20:05:07.14+01,2714
187440,203,21,-52,2018-07-21 21:25:46+01,2018-07-21 21:35:07.66+01,2714
187717,203,20,-39,2018-07-21 22:55:47+01,2018-07-21 23:05:06.53+01,2714
187979,203,15,-34,2018-07-22 00:25:46+01,2018-07-22 00:35:06.71+01,2714
188247,203,50,0,2018-07-22 01:55:47+01,2018-07-22 02:05:05.83+01,2714
188512,203,57,11,2018-07-22 03:25:47+01,2018-07-22 03:35:06.03+01,2714
188796,203,5,-21,2018-07-22 04:55:48+01,2018-07-22 05:10:07.35+01,2714
189050,203,37,-29,2018-07-22 06:25:48+01,2018-07-22 06:35:05.93+01,2714
189315,203,22,-45,2018-07-22 07:55:49+01,2018-07-22 08:05:05.95+01,2714
189581,203,5,-45,2018-07-22 09:25:49+01,2018-07-22 09:35:06.56+01,2714
189867,203,2,-19,2018-07-22 10:55:50+01,2018-07-22 11:15:06.2+01,2714
190115,203,74,-11,2018-07-22 12:25:50+01,2018-07-22 12:35:05.88+01,2714
190384,203,10,-3,2018-07-22 13:55:50+01,2018-07-22 14:05:06.35+01,2714
190646,203,6,-6,2018-07-22 15:25:51+01,2018-07-22 15:35:06.8+01,2714
190918,203,1,-17,2018-07-22 16:55:50+01,2018-07-22 17:05:07.17+01,2714
191182,203,2,-22,2018-07-22 18:25:52+01,2018-07-22 18:35:08.29+01,2714
191446,203,79,-55,2018-07-22 19:55:52+01,2018-07-22 20:05:05.79+01,2714
191714,203,60,-82,2018-07-22 21:25:53+01,2018-07-22 21:35:05.71+01,2714
191982,203,42,-67,2018-07-22 22:55:53+01,2018-07-22 23:05:06.45+01,2714
192248,203,9,-43,2018-07-23 00:25:53+01,2018-07-23 00:35:06.49+01,2714
192518,203,45,7,2018-07-23 01:55:54+01,2018-07-23 02:05:05.96+01,2714
192774,203,56,27,2018-07-23 03:25:54+01,2018-07-23 03:35:05.94+01,2714
193063,203,77,6,2018-07-23 04:55:55+01,2018-07-23 05:10:07.05+01,2714
193329,203,1,-12,2018-07-23 06:25:55+01,2018-07-23 06:35:07.5+01,2714
193594,203,13,-37,2018-07-23 07:55:56+01,2018-07-23 08:05:05.67+01,2714
193864,203,2,-39,2018-07-23 09:25:56+01,2018-07-23 09:35:06.09+01,2714
194125,203,7,-28,2018-07-23 10:55:56+01,2018-07-23 11:05:06.72+01,2714
194399,203,55,-27,2018-07-23 12:25:57+01,2018-07-23 12:35:05.93+01,2714
194669,203,4,-25,2018-07-23 13:55:57+01,2018-07-23 14:05:06.79+01,2714
194932,203,2,-23,2018-07-23 15:25:58+01,2018-07-23 15:35:06.01+01,2714
195207,203,73,-20,2018-07-23 16:55:58+01,2018-07-23 17:05:06.84+01,2714
195479,203,7,-15,2018-07-23 18:25:58+01,2018-07-23 18:35:07.39+01,2714
195742,203,61,-39,2018-07-23 19:55:59+01,2018-07-23 20:05:07.41+01,2714
196014,203,8,-58,2018-07-23 21:25:59+01,2018-07-23 21:35:06.98+01,2714
196279,203,4,-64,2018-07-23 22:56:00+01,2018-07-23 23:05:06.37+01,2714
196535,203,44,-59,2018-07-24 00:26:02+01,2018-07-24 00:35:06.39+01,2714
196801,203,21,-29,2018-07-24 01:56:03+01,2018-07-24 02:05:06.6+01,2714
197059,203,45,-35,2018-07-24 03:26:05+01,2018-07-24 03:35:06.49+01,2714
197331,203,43,-33,2018-07-24 04:56:06+01,2018-07-24 05:10:06.94+01,2714
197581,203,1,-46,2018-07-24 06:26:05+01,2018-07-24 06:35:06.94+01,2714
197841,203,34,-59,2018-07-24 07:56:08+01,2018-07-24 08:05:06.69+01,2714
198101,203,1,-53,2018-07-24 09:26:09+01,2018-07-24 09:35:06.04+01,2714
198360,203,26,-35,2018-07-24 10:56:11+01,2018-07-24 11:05:06.78+01,2714
198623,203,59,-19,2018-07-24 12:26:11+01,2018-07-24 12:35:06.31+01,2714
198884,203,15,-11,2018-07-24 13:56:10+01,2018-07-24 14:05:05.97+01,2714
199141,203,3,-2,2018-07-24 15:26:11+01,2018-07-24 15:35:06.85+01,2714
199403,203,2,-9,2018-07-24 16:56:12+01,2018-07-24 17:05:07.85+01,2714
199663,203,25,-10,2018-07-24 18:26:13+01,2018-07-24 18:35:08.31+01,2714
199921,203,56,-50,2018-07-24 19:56:14+01,2018-07-24 20:05:07.85+01,2714
200163,203,16,-86,2018-07-24 21:26:14+01,2018-07-24 21:35:07.42+01,2714
200407,203,3,-81,2018-07-24 22:56:14+01,2018-07-24 23:05:06.17+01,2714
200650,203,6,-80,2018-07-25 00:26:15+01,2018-07-25 00:35:05.95+01,2714
200893,203,31,-51,2018-07-25 01:56:15+01,2018-07-25 02:05:06.74+01,2714
201124,203,19,-72,2018-07-25 03:26:16+01,2018-07-25 03:35:05.99+01,2714
201384,203,14,-77,2018-07-25 04:56:16+01,2018-07-25 05:10:06.89+01,2714
201621,203,8,-82,2018-07-25 06:26:16+01,2018-07-25 06:35:06.55+01,2714
201862,203,16,-98,2018-07-25 07:56:17+01,2018-07-25 08:05:06.5+01,2714
202103,203,4,-85,2018-07-25 09:26:18+01,2018-07-25 09:35:06.07+01,2714
202402,203,18,-48,2018-07-25 10:56:17+01,2018-07-25 11:25:06.38+01,2714
202590,203,42,-32,2018-07-25 12:26:19+01,2018-07-25 12:35:06.01+01,2714
202834,203,42,-13,2018-07-25 13:56:20+01,2018-07-25 14:05:06.32+01,2714
203074,203,6,2,2018-07-25 15:26:20+01,2018-07-25 15:35:06.8+01,2714
203320,203,1,-5,2018-07-25 16:56:21+01,2018-07-25 17:05:07.43+01,2714
203560,203,45,4,2018-07-25 18:26:21+01,2018-07-25 18:35:07.57+01,2714
203851,203,83,-36,2018-07-25 19:56:21+01,2018-07-25 20:05:09.39+01,2714
204446,203,2,-76,2018-07-25 21:26:21+01,2018-07-25 21:35:08.01+01,2714
204882,203,28,-65,2018-07-25 22:56:22+01,2018-07-25 23:05:06.92+01,2714
205184,203,34,-59,2018-07-26 00:26:22+01,2018-07-26 00:35:06.07+01,2714
205501,203,36,-26,2018-07-26 01:56:23+01,2018-07-26 02:05:06.51+01,2714
205836,203,63,-26,2018-07-26 03:26:23+01,2018-07-26 03:40:06.06+01,2714
206148,203,9,-26,2018-07-26 04:56:24+01,2018-07-26 05:10:08.21+01,2714
206464,203,5,-37,2018-07-26 06:26:24+01,2018-07-26 06:40:07.1+01,2714
206760,203,34,-55,2018-07-26 07:56:25+01,2018-07-26 08:10:06.64+01,2714
207059,203,1,-63,2018-07-26 09:26:24+01,2018-07-26 09:40:07.53+01,2714
207451,203,10,-40,2018-07-26 10:56:25+01,2018-07-26 11:40:06.75+01,2714
207663,203,61,-28,2018-07-26 12:26:28+01,2018-07-26 12:40:07.36+01,2714
207950,203,15,-21,2018-07-26 13:56:29+01,2018-07-26 14:10:08.41+01,2714
208235,203,6,-11,2018-07-26 15:26:28+01,2018-07-26 15:40:08.22+01,2714
208511,203,24,-10,2018-07-26 16:56:29+01,2018-07-26 17:10:08.7+01,2714
208802,203,39,1,2018-07-26 18:26:29+01,2018-07-26 18:40:07.3+01,2714
209081,203,112,-22,2018-07-26 19:56:29+01,2018-07-26 20:10:06.86+01,2714
209367,203,6,-44,2018-07-26 21:26:30+01,2018-07-26 21:40:06.25+01,2714
209644,203,10,-38,2018-07-26 22:56:30+01,2018-07-26 23:10:07.22+01,2714
209916,203,10,-40,2018-07-27 00:26:31+01,2018-07-27 00:40:06.25+01,2714
210197,203,13,-27,2018-07-27 01:56:31+01,2018-07-27 02:10:07.14+01,2714
210479,203,16,-61,2018-07-27 03:26:32+01,2018-07-27 03:40:07.02+01,2714
210749,203,28,-74,2018-07-27 04:56:31+01,2018-07-27 05:10:06.54+01,2714
211035,203,5,-86,2018-07-27 06:26:32+01,2018-07-27 06:40:06.81+01,2714
211307,203,12,-102,2018-07-27 07:56:33+01,2018-07-27 08:10:07.2+01,2714
211591,203,3,-87,2018-07-27 09:26:33+01,2018-07-27 09:40:06.14+01,2714
211946,203,43,-49,2018-07-27 10:56:33+01,2018-07-27 11:30:07.25+01,2714
212129,203,55,-27,2018-07-27 12:26:34+01,2018-07-27 12:30:07.74+01,2714
212398,203,1,-13,2018-07-27 13:56:34+01,2018-07-27 14:00:08.36+01,2714
212672,203,5,-5,2018-07-27 15:26:34+01,2018-07-27 15:30:08.83+01,2714
212943,203,59,-10,2018-07-27 16:56:34+01,2018-07-27 17:00:07.99+01,2714
213209,203,15,-11,2018-07-27 18:26:36+01,2018-07-27 18:30:07.92+01,2714
213480,203,28,-41,2018-07-27 19:56:39+01,2018-07-27 20:00:06.56+01,2714
213783,203,4,-73,2018-07-27 21:26:40+01,2018-07-27 21:40:06.53+01,2714
214020,203,9,-77,2018-07-27 22:56:41+01,2018-07-27 23:00:06.66+01,2714
214292,203,49,-75,2018-07-28 00:26:42+01,2018-07-28 00:30:06.93+01,2714
214560,203,41,-44,2018-07-28 01:56:42+01,2018-07-28 02:00:06.43+01,2714
214832,203,44,-51,2018-07-28 03:26:44+01,2018-07-28 03:30:06.55+01,2714
215125,203,3,-42,2018-07-28 04:56:45+01,2018-07-28 05:10:07.65+01,2714
215374,203,15,-33,2018-07-28 06:26:45+01,2018-07-28 06:30:06.74+01,2714
215642,203,68,-39,2018-07-28 07:56:45+01,2018-07-28 08:00:07.34+01,2714
215915,203,31,-41,2018-07-28 09:26:46+01,2018-07-28 09:30:07.01+01,2714
216176,203,3,-5,2018-07-28 10:56:46+01,2018-07-28 11:00:07.3+01,2714
216454,203,80,9,2018-07-28 12:26:47+01,2018-07-28 12:30:07.88+01,2714
216727,203,2,14,2018-07-28 13:56:47+01,2018-07-28 14:00:08.14+01,2714
216995,203,2,7,2018-07-28 15:26:48+01,2018-07-28 15:30:07.92+01,2714
217265,203,3,-13,2018-07-28 16:56:48+01,2018-07-28 17:00:08.94+01,2714
217534,203,19,-29,2018-07-28 18:26:49+01,2018-07-28 18:30:07.18+01,2714
217806,203,41,-46,2018-07-28 19:56:49+01,2018-07-28 20:00:06.86+01,2714
218075,203,29,-51,2018-07-28 21:26:50+01,2018-07-28 21:30:06.52+01,2714
218345,203,3,-48,2018-07-28 22:56:52+01,2018-07-28 23:00:06.29+01,2714
218615,203,3,-45,2018-07-29 00:26:53+01,2018-07-29 00:30:07.2+01,2714
218885,203,33,-50,2018-07-29 01:56:53+01,2018-07-29 02:00:06.82+01,2714
219184,203,17,-72,2018-07-29 03:26:53+01,2018-07-29 03:40:06.9+01,2714
219426,203,31,-77,2018-07-29 04:56:54+01,2018-07-29 05:00:06.86+01,2714
219696,203,4,-66,2018-07-29 06:26:55+01,2018-07-29 06:30:06.8+01,2714
219964,203,18,-54,2018-07-29 07:56:54+01,2018-07-29 08:00:07.05+01,2714
220235,203,10,-36,2018-07-29 09:26:55+01,2018-07-29 09:30:06.42+01,2714
220506,203,2,-25,2018-07-29 10:56:58+01,2018-07-29 11:00:06.95+01,2714
220776,203,48,-31,2018-07-29 12:26:59+01,2018-07-29 12:30:06.68+01,2714
221048,203,6,-22,2018-07-29 13:56:59+01,2018-07-29 14:00:07.53+01,2714
221315,203,5,-22,2018-07-29 15:26:59+01,2018-07-29 15:30:07.64+01,2714
221584,203,19,-25,2018-07-29 16:57:00+01,2018-07-29 17:00:08.6+01,2714
221854,203,13,-22,2018-07-29 18:27:01+01,2018-07-29 18:30:09.08+01,2714
222123,203,50,-31,2018-07-29 19:57:00+01,2018-07-29 20:00:07.08+01,2714
222394,203,26,-31,2018-07-29 21:27:02+01,2018-07-29 21:30:06.45+01,2714
222668,203,0,-39,2018-07-29 22:57:03+01,2018-07-29 23:00:06.87+01,2714
222933,203,6,-40,2018-07-30 00:27:04+01,2018-07-30 00:30:07+01,2714
223204,203,84,-48,2018-07-30 01:57:06+01,2018-07-30 02:00:07.27+01,2714
223507,203,58,-68,2018-07-30 03:27:07+01,2018-07-30 03:40:06.41+01,2714
223747,203,31,-54,2018-07-30 04:57:08+01,2018-07-30 05:00:06.79+01,2714
224019,203,11,-25,2018-07-30 06:27:10+01,2018-07-30 06:30:06.84+01,2714
224285,203,68,2,2018-07-30 07:57:10+01,2018-07-30 08:00:07.01+01,2714
224560,203,8,24,2018-07-30 09:27:11+01,2018-07-30 09:30:06.98+01,2714
224885,203,4,25,2018-07-30 10:57:13+01,2018-07-30 11:20:06.44+01,2714
225085,203,37,-3,2018-07-30 12:27:14+01,2018-07-30 12:30:07.1+01,2714
225345,203,14,-17,2018-07-30 13:57:14+01,2018-07-30 14:00:07.52+01,2714
225598,203,3,-15,2018-07-30 15:27:14+01,2018-07-30 15:30:08.55+01,2714
225882,203,50,-11,2018-07-30 16:57:15+01,2018-07-30 17:10:08.44+01,2714
226086,203,6,-16,2018-07-30 18:27:17+01,2018-07-30 18:30:07.09+01,2714
226340,203,110,-18,2018-07-30 19:57:18+01,2018-07-30 20:05:06.71+01,2714
226569,203,77,0,2018-07-30 21:27:20+01,2018-07-30 21:35:06.4+01,2714
226797,203,13,7,2018-07-30 22:57:20+01,2018-07-30 23:05:06.52+01,2714
227031,203,1,18,2018-07-31 00:27:20+01,2018-07-31 00:35:06.72+01,2714
227265,203,51,10,2018-07-31 01:57:20+01,2018-07-31 02:05:07.28+01,2714
227501,203,38,-31,2018-07-31 03:27:21+01,2018-07-31 03:35:06.79+01,2714
227743,203,11,-50,2018-07-31 04:57:22+01,2018-07-31 05:10:07.07+01,2714
227967,203,24,-45,2018-07-31 06:27:22+01,2018-07-31 06:35:06.56+01,2714
228200,203,6,-41,2018-07-31 07:57:23+01,2018-07-31 08:05:06.92+01,2714
228428,203,11,-27,2018-07-31 09:27:23+01,2018-07-31 09:35:07.04+01,2714
228651,203,3,-18,2018-07-31 10:57:23+01,2018-07-31 11:05:07.23+01,2714
228881,203,80,-42,2018-07-31 12:27:24+01,2018-07-31 12:35:07.25+01,2714
229112,203,7,-36,2018-07-31 13:57:25+01,2018-07-31 14:05:08.02+01,2714
229339,203,47,-13,2018-07-31 15:27:25+01,2018-07-31 15:35:08.94+01,2714
229569,203,5,-2,2018-07-31 16:57:27+01,2018-07-31 17:05:09.1+01,2714
